Label,area_0,area_1,area_2,area_3,area_4
Parasitized,12164.0,114.5,113.0,59.5,56.0
Parasitized,8346.0,143.5,0,0,0
Parasitized,10028.5,111.0,0,0,0
Parasitized,11568.0,174.0,22.0,0,0
Parasitized,9753.5,191.0,0,0,0
Parasitized,8077.5,60.5,4.0,0,0
Parasitized,8097.0,114.5,12.5,2.0,0
Parasitized,9326.0,148.5,5.5,0,0
Parasitized,12463.0,70.5,0,0,0
Parasitized,11348.0,88.5,45.5,0,0
Parasitized,8359.0,81.5,43.0,0,0
Parasitized,14453.0,108.5,40.5,0,0
Parasitized,8310.0,130.0,13.5,0,0
Parasitized,8970.5,114.5,31.0,0,0
Parasitized,10360.5,113.5,72.0,2.0,0
Parasitized,8939.5,91.5,25.0,2.0,0
Parasitized,7474.5,189.0,2.0,0,0
Parasitized,12499.0,279.0,18.0,2.0,2.0
Parasitized,9112.5,197.0,0,0,0
Parasitized,11093.0,142.0,8.5,2.0,0
Parasitized,11641.0,165.0,0,0,0
Parasitized,11370.0,185.5,0,0,0
Parasitized,9910.5,97.0,78.0,57.5,0
Parasitized,12665.0,195.0,17.5,0,0
Parasitized,11088.0,165.0,0,0,0
Parasitized,11224.5,156.0,0,0,0
Parasitized,10361.5,179.5,0,0,0
Parasitized,11723.5,136.5,23.5,0,0
Parasitized,10834.5,394.5,146.0,54.0,7.0
Parasitized,9248.5,148.0,5.5,4.0,2.0
Parasitized,8800.0,60.0,6.0,0,0
Parasitized,10188.5,80.0,22.0,0,0
Parasitized,14113.0,152.0,11.5,2.0,2.0
Parasitized,11740.0,163.0,76.0,0,0
Parasitized,11309.0,70.5,65.0,0,0
Parasitized,10249.5,123.0,0,0,0
Parasitized,13324.5,17.5,0,0,0
Parasitized,15122.5,315.5,154.5,41.0,20.5
Parasitized,10718.5,6.0,2.0,0,0
Parasitized,9103.5,251.5,208.5,28.0,8.5
Parasitized,12258.0,266.0,170.5,39.5,4.0
Parasitized,11313.0,114.5,0,0,0
Parasitized,10180.0,117.0,14.0,2.0,2.0
Parasitized,14713.0,8.5,5.5,0,0
Parasitized,14127.0,0,0,0,0
Parasitized,8127.5,0,0,0,0
Parasitized,17909.0,28.5,0,0,0
Parasitized,15223.5,298.0,0,0,0
Parasitized,17270.0,78.0,8.5,4.0,2.0
Parasitized,11972.0,111.0,38.5,27.5,5.5
Parasitized,17219.0,54.5,0,0,0
Parasitized,19101.5,75.5,0,0,0
Parasitized,12889.5,92.5,0,0,0
Parasitized,13885.5,1051.0,54.0,23.0,2.0
Parasitized,19180.5,13.5,7.0,0,0
Parasitized,14014.5,101.0,0,0,0
Parasitized,14760.0,77.5,7.0,5.5,2.0
Parasitized,15203.5,367.5,0,0,0
Parasitized,15173.0,0,0,0,0
Parasitized,16067.0,299.5,0,0,0
Parasitized,18086.0,58.5,8.5,2.0,0
Parasitized,12009.5,129.0,0,0,0
Parasitized,13090.5,109.0,4.0,0,0
Parasitized,11523.5,36.0,16.5,0,0
Parasitized,13892.0,109.0,0,0,0
Parasitized,5405.0,523.5,193.5,172.5,2.0
Parasitized,13397.5,124.0,38.0,5.5,2.0
Parasitized,14183.0,104.0,0,0,0
Parasitized,13125.5,120.5,31.5,0,0
Parasitized,9204.0,147.5,137.0,36.5,2.0
Parasitized,13022.5,74.5,56.5,0,0
Parasitized,12570.0,0,0,0,0
Parasitized,9154.0,1144.0,20.0,15.0,13.0
Parasitized,13008.5,133.5,2.0,2.0,0
Parasitized,8112.5,951.5,20.0,4.0,2.0
Parasitized,12806.5,97.0,35.0,0,0
Parasitized,13937.5,128.5,20.5,0,0
Parasitized,17235.0,188.5,0,0,0
Parasitized,12713.0,130.0,0,0,0
Parasitized,16447.5,163.0,4.0,2.0,0
Parasitized,11859.5,129.5,0,0,0
Parasitized,11694.0,227.5,0,0,0
Parasitized,12588.0,126.5,0,0,0
Parasitized,11248.5,15.0,0,0,0
Parasitized,11721.0,302.5,0,0,0
Parasitized,14257.5,93.0,2.0,2.0,0
Parasitized,15784.0,164.0,0,0,0
Parasitized,13167.5,166.5,0,0,0
Parasitized,13077.0,40.0,0,0,0
Parasitized,13415.5,154.5,2.0,0,0
Parasitized,15115.0,88.5,15.5,0,0
Parasitized,13266.0,2993.0,143.5,4.0,2.0
Parasitized,9404.5,265.0,198.5,4.0,2.0
Parasitized,14483.5,112.5,61.5,0,0
Parasitized,13110.0,128.0,0,0,0
Parasitized,11998.5,0,0,0,0
Parasitized,12181.0,194.0,44.5,2.0,0
Parasitized,13.0,7.0,4.0,4.0,2.0
Parasitized,16073.5,107.5,5.5,0,0
Parasitized,190.0,10.0,7.0,5.5,4.0
Parasitized,13062.5,125.5,0,0,0
Parasitized,13919.5,153.5,22.0,5.5,5.5
Parasitized,12754.0,116.0,11.0,0,0
Parasitized,12913.5,111.0,53.5,36.5,7.0
Parasitized,15525.5,141.5,55.5,0,0
Parasitized,14671.0,152.0,0,0,0
Parasitized,13628.0,242.0,0,0,0
Parasitized,15856.5,223.0,0,0,0
Parasitized,17473.0,357.5,91.5,2.0,0
Parasitized,12077.0,225.0,0,0,0
Parasitized,11118.0,111.5,91.5,50.0,0
Parasitized,1383.0,12.5,11.5,10.5,10.0
Parasitized,15233.0,147.5,2.0,0,0
Parasitized,13765.0,99.0,54.0,7.0,4.0
Parasitized,11433.5,114.0,6.0,2.0,0
Parasitized,11734.0,160.5,0,0,0
Parasitized,12499.5,0.0,0.0,0,0
Parasitized,14589.5,213.5,4.0,2.0,0
Parasitized,9753.0,208.0,0,0,0
Parasitized,11509.5,128.0,0,0,0
Parasitized,17495.5,124.5,0,0,0
Parasitized,12477.5,105.0,0,0,0
Parasitized,13696.5,91.0,73.0,4.0,0
Parasitized,12825.5,73.5,65.5,2.0,0
Parasitized,12747.5,202.5,145.5,2.0,0
Parasitized,13129.5,149.0,0,0,0
Parasitized,13915.5,183.5,64.0,14.0,2.0
Parasitized,11844.5,118.0,0,0,0
Parasitized,11644.5,274.5,32.0,17.0,4.0
Parasitized,15212.0,0,0,0,0
Parasitized,12737.0,244.0,0,0,0
Parasitized,13030.0,105.5,10.0,8.5,4.0
Parasitized,14211.0,155.5,2.0,0,0
Parasitized,13213.5,216.0,0,0,0
Parasitized,12338.0,136.0,0,0,0
Parasitized,15249.0,139.5,0,0,0
Parasitized,10494.5,208.0,0,0,0
Parasitized,12369.5,175.0,104.0,0,0
Parasitized,13290.0,198.5,190.5,95.5,0
Parasitized,12012.5,109.0,42.5,0,0
Parasitized,11022.5,178.0,19.0,15.5,13.0
Parasitized,14599.5,113.5,0,0,0
Parasitized,16223.5,146.0,0,0,0
Parasitized,15479.5,133.5,0,0,0
Parasitized,13244.0,168.5,0,0,0
Parasitized,13430.5,108.5,0,0,0
Parasitized,9378.5,264.0,0,0,0
Parasitized,17000.0,61.0,39.5,2.0,0
Parasitized,11478.5,10.0,2.0,2.0,2.0
Parasitized,13667.5,148.0,0,0,0
Parasitized,10617.0,399.0,40.0,39.0,0
Parasitized,11971.0,216.0,50.5,5.5,2.0
Parasitized,13757.5,214.5,0,0,0
Parasitized,12277.0,241.0,114.5,2.0,0
Parasitized,12167.0,174.0,0,0,0
Parasitized,12516.5,158.0,65.5,57.0,0
Parasitized,11832.5,121.5,10.0,5.5,0
Parasitized,16380.0,86.5,76.5,0,0
Parasitized,13684.0,194.0,5.5,0,0
Parasitized,12372.5,306.0,38.5,2.0,2.0
Parasitized,15930.0,220.5,0,0,0
Parasitized,15944.5,186.0,0,0,0
Parasitized,15986.5,51.5,2.0,2.0,0.0
Parasitized,12675.5,151.0,59.5,22.5,5.5
Parasitized,12334.0,197.5,42.5,31.0,11.0
Parasitized,16539.0,248.0,13.0,8.5,2.0
Parasitized,13505.0,244.5,12.0,4.0,4.0
Parasitized,10017.5,278.0,72.5,2.0,2.0
Parasitized,12388.0,329.0,153.0,0,0
Parasitized,18310.5,147.0,56.0,5.5,2.0
Parasitized,10320.0,161.0,61.5,0,0
Parasitized,11302.5,181.5,0,0,0
Parasitized,16315.5,233.0,0,0,0
Parasitized,13310.5,895.0,16.0,4.0,4.0
Parasitized,96.0,12.0,7.0,4.0,4.0
Parasitized,10433.5,495.0,9.5,0,0
Parasitized,14586.0,187.5,162.5,54.0,42.5
Parasitized,14574.0,277.5,5.5,2.0,0
Parasitized,10364.5,233.0,58.5,39.5,15.0
Parasitized,10532.0,253.5,24.5,2.0,0
Parasitized,10484.0,162.5,20.0,10.0,0
Parasitized,15329.5,184.5,0,0,0
Parasitized,15156.5,19.0,10.0,8.5,4.0
Parasitized,8224.5,302.0,6.0,2.0,2.0
Parasitized,8118.0,34.0,15.5,5.5,4.0
Parasitized,12719.0,189.5,35.0,24.5,4.0
Parasitized,10032.0,243.5,60.5,18.0,8.5
Parasitized,11917.0,88.5,0,0,0
Parasitized,12087.0,138.5,86.0,0,0
Parasitized,10933.5,33.5,0,0,0
Parasitized,9863.5,20.5,17.0,2.0,0
Parasitized,16096.5,22.0,9.0,5.5,4.0
Parasitized,15083.0,142.0,0,0,0
Parasitized,151.0,102.5,50.5,17.0,5.5
Parasitized,15642.0,121.5,0,0,0
Parasitized,11214.0,0,0,0,0
Parasitized,15168.5,155.0,81.0,59.0,6.0
Parasitized,16990.5,190.5,5.5,2.0,0
Parasitized,10.0,7.5,5.5,4.0,2.0
Parasitized,16149.0,200.0,14.0,0,0
Parasitized,10141.0,161.0,0,0,0
Parasitized,15053.0,176.5,60.5,60.0,30.0
Parasitized,10903.5,213.0,88.0,43.5,29.5
Parasitized,11108.5,182.0,7.0,0,0
Parasitized,15337.5,163.0,5.5,0,0
Parasitized,15095.0,186.0,26.5,10.5,8.5
Parasitized,15114.0,146.5,49.0,15.0,0
Parasitized,10831.0,57.5,52.5,0,0
Parasitized,6370.0,298.5,10.5,2.0,2.0
Parasitized,12060.0,98.0,0,0,0
Parasitized,13344.5,77.5,0,0,0
Parasitized,11926.5,51.5,28.0,0,0
Parasitized,15555.5,8.0,0,0,0
Parasitized,12005.0,0,0,0,0
Parasitized,13950.5,80.5,46.5,0,0
Parasitized,9597.5,76.5,0,0,0
Parasitized,13992.0,0,0,0,0
Parasitized,10542.5,111.0,94.0,0,0
Parasitized,14283.0,129.5,0,0,0
Parasitized,11041.5,69.0,0,0,0
Parasitized,10502.0,117.5,53.0,22.5,19.5
Parasitized,11334.5,135.0,0,0,0
Parasitized,12673.0,74.0,0,0,0
Parasitized,8132.0,158.5,0,0,0
Parasitized,17554.0,155.5,0,0,0
Parasitized,12147.0,183.5,0,0,0
Parasitized,12060.5,88.0,38.5,0,0
Parasitized,15815.0,140.5,30.0,0,0
Parasitized,14722.0,4.0,2.0,0,0
Parasitized,14419.0,70.0,0,0,0
Parasitized,11436.0,162.5,0,0,0
Parasitized,14817.5,171.0,124.0,105.5,40.5
Parasitized,16555.0,148.5,0,0,0
Parasitized,14862.5,133.0,2.0,0,0
Parasitized,12524.0,136.5,0,0,0
Parasitized,11400.5,188.0,0,0,0
Parasitized,12221.5,235.0,0,0,0
Parasitized,14023.0,83.0,0,0,0
Parasitized,11979.5,95.5,0,0,0
Parasitized,12660.0,169.5,0,0,0
Parasitized,13436.5,94.0,74.5,2.0,0
Parasitized,18228.0,128.5,0,0,0
Parasitized,10165.0,129.5,71.5,0,0
Parasitized,9580.5,216.5,0,0,0
Parasitized,14089.0,177.0,0.0,0,0
Parasitized,11634.0,106.0,0,0,0
Parasitized,13140.0,46.0,2.0,0,0
Parasitized,14950.5,61.5,18.5,15.0,0
Parasitized,12760.0,75.0,4.0,0,0
Parasitized,15418.5,117.5,5.5,0,0
Parasitized,12407.5,102.0,73.0,0,0
Parasitized,11959.0,66.0,33.0,16.5,15.0
Parasitized,12655.0,11.5,8.5,2.0,2.0
Parasitized,13266.0,120.0,0,0,0
Parasitized,11976.5,46.0,0,0,0
Parasitized,12954.0,40.0,0,0,0
Parasitized,14699.5,78.0,29.5,2.0,2.0
Parasitized,14067.0,145.5,0,0,0
Parasitized,14652.5,146.5,0,0,0
Parasitized,11089.5,274.0,111.0,47.5,0
Parasitized,12887.0,51.5,2.0,0,0
Parasitized,12958.5,73.0,7.0,4.0,2.0
Parasitized,10095.0,144.5,0,0,0
Parasitized,13463.0,34.0,27.5,11.5,2.0
Parasitized,13589.0,16.5,6.0,4.0,0
Parasitized,16633.5,41.0,10.0,2.0,0
Parasitized,15357.0,27.0,0,0,0
Parasitized,11721.0,140.0,0,0,0
Parasitized,10407.0,89.5,15.0,0,0
Parasitized,12101.0,126.0,81.0,50.0,2.0
Parasitized,13123.0,97.5,29.5,2.0,0
Parasitized,10401.0,101.5,0,0,0
Parasitized,12862.0,48.5,27.5,0,0
Parasitized,13277.5,63.0,4.0,4.0,0
Parasitized,13952.5,73.0,51.5,0,0
Parasitized,102.5,76.0,38.5,4.0,2.0
Parasitized,15802.5,66.5,65.0,4.0,2.0
Parasitized,15650.5,36.0,12.0,0,0
Parasitized,10299.5,54.5,7.5,0,0
Parasitized,11175.0,195.0,0,0,0
Parasitized,13861.0,123.5,37.0,0,0
Parasitized,11714.0,133.5,120.5,15.5,6.0
Parasitized,6939.5,162.0,138.0,0,0
Parasitized,13418.0,11.5,0,0,0
Parasitized,13565.0,74.5,2.0,0,0
Parasitized,10718.0,173.5,8.5,0,0
Parasitized,13917.5,42.5,13.0,8.5,0
Parasitized,8269.0,220.0,2.0,0.0,0
Parasitized,8178.0,24.0,8.5,4.0,2.0
Parasitized,8977.5,70.5,26.0,17.0,11.5
Parasitized,10016.5,97.5,96.5,14.0,13.0
Parasitized,10249.5,108.0,0,0,0
Parasitized,9847.5,32.0,11.5,4.0,2.0
Parasitized,10185.5,119.0,25.5,14.0,2.0
Parasitized,9503.5,54.0,27.0,7.0,0.0
Parasitized,8626.5,130.5,84.0,46.0,28.5
Parasitized,8408.5,136.0,21.5,2.0,0
Parasitized,8867.5,105.0,0,0,0
Parasitized,12415.5,28.5,0,0,0
Parasitized,11770.5,135.5,2.0,2.0,0
Parasitized,12124.5,45.5,14.0,4.0,0
Parasitized,8618.5,35.5,25.0,7.5,2.0
Parasitized,12114.0,146.0,0.0,0,0
Parasitized,155.5,63.0,48.5,20.5,8.5
Parasitized,11813.0,159.0,0,0,0
Parasitized,9044.0,421.0,67.5,2.0,0
Parasitized,11489.0,130.5,2.0,2.0,0.0
Parasitized,10471.5,162.0,33.0,4.0,4.0
Parasitized,7932.0,317.0,33.5,0,0
Parasitized,7613.5,99.5,44.5,15.5,0
Parasitized,11824.0,193.0,65.5,27.5,15.5
Parasitized,11716.0,243.5,89.0,21.5,19.5
Parasitized,12001.5,197.5,4.0,2.0,0
Parasitized,13141.5,244.0,60.0,56.0,4.0
Parasitized,11005.5,206.5,6.0,4.0,0
Parasitized,8716.0,0,0,0,0
Parasitized,262.5,25.5,18.5,5.5,5.5
Parasitized,8492.5,0,0,0,0
Parasitized,9907.5,26.0,11.0,5.5,0
Parasitized,10038.0,199.5,14.0,13.0,11.5
Parasitized,10992.5,335.0,0,0,0
Parasitized,21.0,8.5,5.5,4.0,4.0
Parasitized,8489.0,304.5,40.5,38.0,30.0
Parasitized,11586.5,741.0,81.5,4.0,0
Parasitized,10970.5,250.5,2.0,0,0
Parasitized,11446.0,147.5,11.5,0,0
Parasitized,13249.5,232.0,0,0,0
Parasitized,11390.5,140.5,4.0,0,0
Parasitized,11.5,5.5,4.0,4.0,2.0
Parasitized,11811.5,358.5,0,0,0
Parasitized,11879.0,236.5,36.5,5.5,0
Parasitized,11470.5,28.5,26.0,2.0,2.0
Parasitized,12958.0,150.0,135.0,0,0
Parasitized,11474.0,227.5,189.5,58.5,7.0
Parasitized,13423.0,224.0,170.5,19.5,10.0
Parasitized,8522.0,0,0,0,0
Parasitized,16527.0,129.0,0,0,0
Parasitized,13690.5,219.5,0,0,0
Parasitized,13550.5,148.0,102.0,0,0
Parasitized,14928.0,122.0,21.0,16.0,7.0
Parasitized,14705.0,0,0,0,0
Parasitized,14943.0,163.0,0,0,0
Parasitized,12187.5,164.0,2.0,0,0
Parasitized,11792.5,140.0,2.0,0,0
Parasitized,15167.5,136.5,0,0,0
Parasitized,15680.0,150.5,0,0,0
Parasitized,10812.5,143.5,0,0,0
Parasitized,11419.5,127.5,46.5,0,0
Parasitized,15075.0,126.5,2.0,2.0,0
Parasitized,15366.5,156.0,0,0,0
Parasitized,12307.5,75.0,41.0,40.5,2.0
Parasitized,12058.0,189.5,0,0,0
Parasitized,12129.5,155.5,37.5,0,0
Parasitized,12613.5,111.5,10.0,0,0
Parasitized,12597.5,114.5,0,0,0
Parasitized,13101.0,127.0,70.5,0,0
Parasitized,11905.5,88.5,32.0,7.0,0
Parasitized,15509.0,111.5,4.0,2.0,0
Parasitized,12744.0,48.5,0,0,0
Parasitized,12543.5,0,0,0,0
Parasitized,10955.0,141.5,117.5,21.0,7.0
Parasitized,13060.5,112.5,0,0,0
Parasitized,10274.5,255.5,0,0,0
Parasitized,16640.0,124.5,0,0,0
Parasitized,14915.0,96.0,0,0,0
Parasitized,5.5,4.0,2.0,2.0,1.5
Parasitized,11020.5,81.5,67.0,26.5,0
Parasitized,12032.0,0,0,0,0
Parasitized,11734.5,110.5,4.0,2.0,2.0
Parasitized,11749.5,99.5,53.5,0,0
Parasitized,15124.0,227.5,2.0,2.0,0
Parasitized,1888.5,4.0,2.0,2.0,2.0
Parasitized,14918.0,8.5,4.0,4.0,4.0
Parasitized,4.0,2.0,2.0,2.0,2.0
Parasitized,11.5,5.5,4.0,4.0,2.0
Parasitized,993.0,459.0,302.5,181.0,1.5
Parasitized,13.5,7.0,4.0,2.0,2.0
Parasitized,6.0,5.5,2.0,2.0,2.0
Parasitized,60.0,4.0,2.0,2.0,2.0
Parasitized,4.0,2.0,2.0,2.0,2.0
Parasitized,14.5,11.0,4.0,2.0,2.0
Parasitized,50.0,23.5,15.5,12.0,9.5
Parasitized,115.0,70.5,61.0,48.0,29.5
Parasitized,10.0,6.0,4.0,2.0,2.0
Parasitized,112.5,54.5,4.0,2.0,2.0
Parasitized,12349.5,761.5,2.0,0,0
Parasitized,4.0,2.0,2.0,2.0,2.0
Parasitized,2.0,2.0,2.0,2.0,2.0
Parasitized,5.5,4.0,2.0,2.0,2.0
Parasitized,16.5,11.0,5.5,5.5,4.0
Parasitized,7.0,6.0,4.0,4.0,2.0
Parasitized,528.5,51.0,8.5,8.5,4.0
Parasitized,5.5,5.5,4.0,4.0,2.0
Parasitized,10.0,4.0,2.0,2.0,0.0
Parasitized,37.5,37.0,23.0,22.0,14.5
Parasitized,28.0,17.0,7.0,5.5,5.5
Parasitized,14767.5,348.5,7.0,0,0
Parasitized,86.0,62.0,56.5,56.0,16.0
Parasitized,279.0,133.0,56.0,18.0,11.5
Parasitized,102.0,72.5,43.0,4.0,4.0
Parasitized,103.0,36.0,18.5,18.0,6.0
Parasitized,160.5,63.0,4.0,4.0,2.0
Parasitized,167.5,85.0,54.0,31.0,21.0
Parasitized,187.0,8.5,5.5,2.0,2.0
Parasitized,17.0,15.0,4.0,4.0,2.0
Parasitized,255.0,184.5,86.5,7.0,4.0
Parasitized,16.5,10.0,9.0,5.5,2.0
Parasitized,46.5,22.5,19.0,18.0,6.0
Parasitized,85.5,33.0,11.5,10.0,8.5
Parasitized,405.0,183.0,57.0,38.5,18.5
Parasitized,508.0,61.0,36.0,35.5,21.5
Parasitized,147.0,56.5,11.5,6.0,5.5
Parasitized,127.5,7.0,4.0,4.0,4.0
Parasitized,4.0,2.0,2.0,2.0,2.0
Parasitized,187.5,99.0,80.5,15.5,14.0
Parasitized,315.5,12.0,2.0,2.0,2.0
Parasitized,357.5,352.0,13.0,2.0,2.0
Parasitized,13419.0,384.5,291.0,76.0,23.5
Parasitized,538.0,338.0,116.0,83.5,32.0
Parasitized,433.5,154.5,7.5,7.0,4.0
Parasitized,101.5,81.5,69.5,2.0,2.0
Parasitized,67.0,42.5,41.0,2.0,2.0
Parasitized,332.5,134.5,101.5,84.5,79.5
Parasitized,230.5,87.5,65.0,49.5,44.5
Parasitized,85.0,8.0,4.0,2.0,2.0
Parasitized,4.0,4.0,2.0,2.0,2.0
Parasitized,120.0,43.0,34.5,22.5,10.0
Parasitized,70.0,11.5,10.0,4.0,4.0
Parasitized,103.0,95.5,63.5,63.5,59.0
Parasitized,73.5,25.5,11.0,4.0,1.0
Parasitized,14631.5,309.5,83.5,43.0,34.0
Parasitized,53.5,21.0,17.5,8.5,4.0
Parasitized,347.0,71.5,64.0,59.0,39.5
Parasitized,13160.5,316.0,303.5,9.5,5.5
Parasitized,408.5,402.5,72.5,45.0,24.0
Parasitized,28.5,4.0,2.0,0.0,0.0
Parasitized,34.5,7.0,4.0,2.0,2.0
Parasitized,7.5,7.0,5.5,5.5,4.0
Parasitized,103.5,79.5,71.0,43.0,32.0
Parasitized,186.5,12.5,4.0,3.5,2.0
Parasitized,100.0,72.5,34.5,11.0,4.0
Parasitized,8.0,5.5,4.0,4.0,4.0
Parasitized,11.0,5.5,4.0,4.0,2.0
Parasitized,39.5,26.5,12.0,2.0,2.0
Parasitized,39.0,4.0,4.0,2.0,2.0
Parasitized,13613.5,259.0,148.5,19.5,5.5
Parasitized,405.0,91.0,87.0,74.0,22.5
Parasitized,188.0,25.0,12.5,10.5,10.0
Parasitized,85.5,75.5,74.5,69.5,63.5
Parasitized,91.0,82.0,58.0,49.5,35.0
Parasitized,17840.0,253.0,151.0,2.0,0
Parasitized,13377.5,257.5,11.5,4.0,2.0
Parasitized,28.5,25.0,7.5,2.0,2.0
Parasitized,10211.5,0,0,0,0
Parasitized,64.5,60.0,59.5,59.0,41.5
Parasitized,70.0,7.0,4.0,4.0,2.0
Parasitized,8777.0,110.5,2.0,0,0
Parasitized,14420.5,0,0,0,0
Parasitized,125.0,5.5,4.0,4.0,2.0
Parasitized,13030.0,272.0,2.0,2.0,2.0
Parasitized,11805.0,0,0,0,0
Parasitized,5.5,4.0,2.0,2.0,2.0
Parasitized,10371.0,319.5,66.5,16.0,10.0
Parasitized,395.0,58.5,35.5,6.0,2.0
Parasitized,66.5,8.0,7.0,5.5,5.0
Parasitized,4.0,2.0,2.0,2.0,0.0
Parasitized,72.0,10.0,5.5,4.0,2.0
Parasitized,13404.5,269.5,4.0,2.0,0
Parasitized,15.5,9.0,2.0,2.0,2.0
Parasitized,10418.0,322.0,4.0,2.0,0
Parasitized,8.5,7.0,4.0,4.0,4.0
Parasitized,10700.5,172.0,10.5,2.0,0
Parasitized,4.0,2.0,2.0,2.0,2.0
Parasitized,92.5,7.0,5.5,4.0,2.0
Parasitized,12572.5,564.0,4.0,2.0,0.0
Parasitized,8.5,7.5,5.5,4.0,2.0
Parasitized,99.5,8.0,4.0,2.0,2.0
Parasitized,58.5,10.0,4.0,2.0,2.0
Parasitized,24.5,4.0,2.0,2.0,0.0
Parasitized,12757.0,162.0,0,0,0
Parasitized,10246.0,113.5,87.0,0,0
Parasitized,11979.5,157.0,0,0,0
Parasitized,11400.0,87.0,61.0,0,0
Parasitized,11646.0,145.0,0,0,0
Parasitized,10618.5,62.5,45.0,0.0,0
Parasitized,11638.5,149.5,6.0,2.0,0
Parasitized,12079.5,75.0,68.0,0,0
Parasitized,5.5,4.0,4.0,2.0,2.0
Parasitized,13950.5,168.5,0,0,0
Parasitized,10896.0,344.5,47.0,2.0,0.0
Parasitized,7.0,5.5,4.0,4.0,4.0
Parasitized,12759.5,151.0,30.5,4.0,4.0
Parasitized,9707.0,117.5,0,0,0
Parasitized,7242.0,0,0,0,0
Parasitized,9778.5,60.0,4.0,0,0
Parasitized,9779.0,0,0,0,0
Parasitized,9598.5,125.0,16.0,4.0,2.0
Parasitized,221.5,19.5,5.5,2.0,2.0
Parasitized,10512.0,0,0,0,0
Parasitized,14220.0,467.0,157.5,0,0
Parasitized,12596.0,161.0,8.0,4.0,4.0
Parasitized,204.5,71.0,41.5,4.0,4.0
Parasitized,12884.0,115.0,74.5,0,0
Parasitized,16356.5,12.0,7.0,2.0,0.0
Parasitized,14478.5,221.5,49.0,11.5,2.0
Parasitized,13165.0,347.5,11.5,4.0,4.0
Parasitized,16099.5,322.5,28.5,6.0,2.0
Parasitized,14298.0,248.5,10.0,6.0,0
Parasitized,11913.5,327.5,13.5,4.0,2.0
Parasitized,10594.5,275.0,12.5,8.5,4.0
Parasitized,14347.5,264.0,6.0,4.0,2.0
Parasitized,11114.5,161.5,0,0,0
Parasitized,12228.0,217.5,79.5,0,0
Parasitized,11487.0,205.0,0,0,0
Parasitized,14114.0,92.0,88.0,0,0
Parasitized,10650.5,324.0,199.5,147.5,30.0
Parasitized,12872.0,110.0,30.0,29.0,2.0
Parasitized,13626.0,280.5,0,0,0
Parasitized,12150.5,194.0,0,0,0
Parasitized,12890.5,165.5,73.5,28.0,0
Parasitized,14069.0,282.5,4.0,0,0
Parasitized,13528.5,212.0,113.0,5.5,4.0
Parasitized,12402.5,221.0,30.5,12.0,2.0
Parasitized,15908.5,130.5,97.0,2.0,0
Parasitized,13389.5,302.5,86.0,5.5,4.0
Parasitized,11362.0,178.0,123.0,62.0,8.5
Parasitized,13442.5,326.0,0,0,0
Parasitized,11608.5,231.0,38.0,0,0
Parasitized,13430.0,168.5,77.5,2.0,0
Parasitized,14500.0,134.0,124.0,0,0
Parasitized,10382.0,81.5,75.5,0,0
Parasitized,10687.0,249.0,22.5,4.0,0
Parasitized,13064.5,292.0,12.0,11.0,0
Parasitized,315.0,93.5,67.0,34.5,17.5
Parasitized,12365.0,392.5,2.0,0,0
Parasitized,5.5,4.0,4.0,2.0,2.0
Parasitized,4.0,4.0,4.0,2.0,2.0
Parasitized,31.5,13.5,5.5,4.0,2.0
Parasitized,5.5,5.5,4.0,4.0,2.0
Parasitized,7.5,5.5,4.0,4.0,4.0
Parasitized,5.5,2.0,2.0,2.0,2.0
Parasitized,7.0,7.0,5.5,5.5,5.5
Parasitized,228.0,83.5,76.0,4.0,2.0
Parasitized,497.0,7.0,4.0,2.0,2.0
Parasitized,4.0,2.0,1.0,0.5,0.0
Parasitized,15.0,4.0,4.0,2.0,2.0
Parasitized,196.0,4.0,2.0,2.0,2.0
Parasitized,12.5,5.5,2.0,2.0,2.0
Parasitized,222.0,20.5,17.5,4.0,2.0
Parasitized,8.0,6.0,5.5,2.0,2.0
Parasitized,64.0,2.0,2.0,2.0,2.0
Parasitized,4.0,2.0,2.0,0.0,0.0
Parasitized,24.0,12.0,9.0,5.5,4.0
Parasitized,7.5,6.0,4.0,2.0,2.0
Parasitized,112.0,7.0,4.0,4.0,2.0
Parasitized,218.5,92.0,4.0,2.0,2.0
Parasitized,466.0,69.5,31.0,4.0,2.0
Parasitized,6.0,6.0,4.0,4.0,2.0
Parasitized,4.0,4.0,2.0,2.0,1.0
Parasitized,8.5,2.0,2.0,2.0,2.0
Parasitized,4.0,2.0,2.0,2.0,2.0
Parasitized,14.0,4.0,4.0,4.0,4.0
Parasitized,5.5,5.5,4.0,4.0,4.0
Parasitized,5.0,4.0,2.0,2.0,0.0
Parasitized,20.5,8.5,7.5,7.0,2.0
Parasitized,16.0,11.5,7.5,7.0,4.0
Parasitized,8.0,7.0,7.0,6.0,4.0
Parasitized,6.0,4.0,0.5,0.0,0.0
Parasitized,4.0,2.0,2.0,2.0,2.0
Parasitized,38.5,9.5,4.0,4.0,2.0
Parasitized,667.5,2.0,2.0,0.0,0.0
Parasitized,1045.5,4.0,4.0,2.0,2.0
Parasitized,7140.0,5851.5,12.0,0.0,0.0
Parasitized,5.5,4.0,4.0,2.0,2.0
Parasitized,11656.0,0,0,0,0
Parasitized,11180.0,222.0,4.0,2.0,2.0
Parasitized,12129.5,216.5,0,0,0
Parasitized,10527.0,186.5,142.5,0,0
Parasitized,14220.5,6.0,4.0,0,0
